ID DEPARTAMENTO,DEPARTAMENTO,ID MUNICIPIO,AÑO,CONSUMO RESIDENCIAL,CONSUMO INDUSTRIAL,CONSUMO COMERCIAL,CONSUMO PUBLICO,CONSUMO TOTAL,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,TEMP MÁX (°C),TEMP MÍN (°C),PRECIPITACIONES (mm),VIENTO (m/s),NIVEL EMBALSES (%),POBLACIÓN,POBLACIÓN RURAL,POBLACIÓN URBANA,Hidráulica,Térmica - Gas,Térmica - Carbón,Térmica - Diésel,Solar,Eólica,Biomasa,GENERACIÓN TOTAL,LONGITUD,LATITUD,MUNICIPIO
54,Norte de Santander,54001,2020,8315,123113,74621,48119,254168,249386.93750708603,44175.69990794056,4657,22.932853645884585,8.583479131570204,1614.961473517673,0.6869961426424063,95.15219347693,507082,152172.57194653904,354909.42805346096,164362,86719,54083,47632,23243,10626,2769,389434,-72.508178,7.905725,SAN JOSÉ DE CÚCUTA
54,Norte de Santander,54003,2020,22253,14326,3194,9725,49498,53161.45127099143,13706.16574267792,1211,37.485034616543246,18.410291045582053,1456.6168343303552,3.0652655137101075,83.69659219809438,446134,133019.90979032125,313114.09020967875,346803,51051,4375,5010,18936,15818,5127,447120,-73.221722,8.081616,ÁBREGO
63,Quindío,63001,2020,31167,33216,34905,12255,111543,131077.81667309615,14614.328301827014,4559,32.80118525033747,15.506694340209911,2649.776044831734,9.978729816551168,54.67245618071487,781305,419389.83430384955,361915.16569615045,341937,91429,77497,26327,14815,15282,3208,570495,-75.680786,4.53598,ARMENIA
66,Risaralda,66001,2020,26387,183441,5736,10625,226189,250011.92035520496,31017.581159532947,4671,35.198195559537766,10.16897180144481,4236.599469309164,11.924894334846924,62.947144012969716,837917,415628.2039323905,422288.7960676095,133209,149655,47430,34868,2485,1706,5665,375018,-75.719711,4.804985,PEREIRA
68,Santander,68001,2020,94398,150566,10608,19537,275109,254766.58240259124,35045.63596673486,5089,40.057187973178834,17.068913957388773,2274.774874471052,5.366239816816419,79.82597819914635,966914,238107.7845827488,728806.2154172512,119357,122403,20828,23746,13069,10414,4937,314754,-73.132562,7.11647,BUCARAMANGA
70,Sucre,70001,2020,94667,63058,77691,41370,276786,307748.57371272414,55679.820748809,2925,35.348932322927126,22.209947035041246,710.183903640172,7.362616142847406,75.46395160475606,608453,353331.7612395004,255121.23876049957,369461,77147,15418,43321,14404,12127,5526,537404,-75.395445,9.302322,SINCELEJO
73,Tolima,73001,2020,61608,112872,46613,34949,256042,243907.10580331474,53915.52237973051,1306,30.360665214900887,27.563714345861257,2496.6558212267546,6.385177740052745,60.61978020953357,1784630,219151.921404244,1565478.078595756,82355,47297,4548,21382,4865,14647,1992,177086,-75.19425,4.432248,IBAGUÉ
76,Valle del Cauca,76001,2020,94258,154279,70086,3878,322501,376420.5589400059,66968.23791620693,6086,21.69580635667143,19.33240803815532,4018.3982889024255,14.727297206488805,26.60393986783136,836541,424381.6217657275,412159.3782342725,22629,40531,46738,14342,21914,10938,8042,165134,-76.52133,3.413686,SANTIAGO DE CALI
81,Arauca,81001,2020,5150,179687,66383,48180,299400,275917.232333761,37108.69788288253,6522,36.58957366082112,8.660708810658281,2710.549867436456,13.325892337702479,28.82267876986976,381497,199601.0484840676,181895.9515159324,234468,120042,29229,34607,15142,5306,1377,440171,-70.747408,7.072726,ARAUCA
85,Casanare,85001,2020,70355,197804,32661,34114,334934,374573.1850476813,48696.16510685312,6352,23.743153672880403,23.737868115020227,606.0959622676564,6.626125261469219,28.530839268043373,324234,104775.20863753122,219458.7913624688,204120,138205,56226,39211,3406,16332,2208,459708,-72.396132,5.327102,YOPAL
86,Putumayo,86001,2020,33516,44001,30484,20705,128706,125709.78330414745,31950.828979226488,6064,38.02015665873289,23.431058502248092,2833.244722195878,14.03326196384628,22.952737681741162,1103496,519393.4077122306,584102.5922877694,295964,31644,78267,43657,23535,9890,5425,488382,-76.654238,1.151172,MOCOA
88,San Andrés,88001,2020,89480,132859,49322,46004,317665,340082.9785461237,71480.25293975635,5184,33.79736357128961,21.50137025995759,4547.097164384487,0.44180749087076776,91.01971457617269,275782,138583.42523919558,137198.57476080442,371027,9729,76162,35702,10404,14538,5492,523054,-81.707181,12.578108,SAN ANDRÉS
91,Amazonas,91001,2020,80069,152613,29679,10259,272620,288568.0866937957,59821.87006558333,7525,41.74846445054522,22.768737004160002,1331.3191814388977,3.207781808802699,52.933674009167255,1987549,984472.3539497177,1003076.6460502823,300061,86784,22601,35599,25108,10034,6556,486743,-69.941721,-4.19895,LETICIA
94,Guainía,94001,2020,74890,15193,49590,5928,145601,134060.9361148045,23126.065444545846,1235,28.081676816229027,20.832771728832384,3401.8875536753044,4.740952780545935,75.41605340042719,211403,27200.213917477322,184202.78608252268,331194,57737,53395,1645,16548,7707,7856,476082,-67.918613,3.866764,INÍRIDA
95,Guaviare,95001,2020,58628,56698,76366,38185,229877,217740.89443979505,23170.99628984964,7140,38.27431032222674,26.869285108004036,3086.9474478150228,10.950801732259977,44.529965726433744,1221256,589211.5792909442,632044.4207090558,227109,54567,16920,49262,18801,15964,9724,392347,-72.639254,2.565932,SAN JOSÉ DEL GUAVIARE
97,Vaupés,97001,2020,44173,62629,19436,27565,153803,159465.31731316927,35983.54887208395,1869,25.757361959263893,20.435721815765078,1605.6177041603685,11.278180244355736,64.0149066988003,426260,125394.31626740869,300865.68373259134,72586,72797,18976,12288,17582,2822,7509,204560,-70.232641,1.253151,MITÚ
99,Vichada,99001,2020,21809,77080,34420,23706,157015,162373.1247456214,16533.112189507672,1225,31.935351463385608,14.572029346591016,1336.7469129766037,12.013249838525093,32.75365578057518,227914,88844.7558729214,139069.2441270786,314204,110871,24105,35103,25677,15797,9074,534831,-67.487095,6.186636,PUERTO CARREÑO
5,Antioquia,5001,2021,14138,178647,78083,32148,303016,294882.5963001334,55904.496255105965,4256,26.527016434380982,10.43332141709555,3174.4562153292454,9.785376112185212,94.83656655131382,89198,47017.22695780898,42180.77304219102,255278,20445,23144,20575,18888,2073,419,340822,-75.581775,6.246631,MEDELLÍN
5,Antioquia,5002,2021,28319,116222,70352,2496,217389,201865.24514690973,56072.70114115675,2803,22.285000472503842,22.648588140393898,462.95663704125366,11.621041596205357,36.37247601711296,543519,134727.51063189664,408791.4893681033,204215,69477,56591,26427,4756,10664,2971,375101,-75.428739,5.789315,ABEJORRAL
5,Antioquia,5004,2021,18650,108055,69977,25599,222281,220390.12029327246,34269.232078230765,609,36.658890245917405,20.272219070333836,368.06980847198986,4.599123323682857,47.96632978564677,687850,249686.84301131795,438163.15698868205,264955,130613,77660,40677,1282,14858,4769,534814,-76.064304,6.632282,ABRIAQUÍ
8,Atlántico,8001,2021,49619,68795,3656,38309,160379,152738.02390973392,41541.78637619742,5221,35.27317040414339,23.627293097960575,3154.84077948124,14.389645741026001,96.42451809345415,171365,65273.476622837035,106091.52337716296,418369,6590,6918,8069,29785,10412,2277,482420,-74.815546,10.977961,BARRANQUILLA
11,Bogotá D.C.,11001,2021,61123,119527,31804,9295,221749,217336.68647871297,23628.741785177248,7260,34.24696186064071,15.13509674358001,678.9061619720837,7.841215388514119,84.17814400819057,879750,148780.92689448307,730969.073105517,6336,16580,68567,45490,1883,2974,6320,148150,-74.106992,4.649251,"BOGOTÁ, D.C."
13,Bolívar,13001,2021,99930,116326,71436,1672,289364,294899.0964379793,43266.3704996472,5677,40.62682444511937,10.697907823332233,2538.726237172555,10.647654755137495,35.93816653326415,1301660,284204.28952742723,1017455.7104725728,411497,75630,76277,26093,29937,12175,6766,638375,-75.496269,10.385126,CARTAGENA DE INDIAS
13,Bolívar,13006,2021,18609,65300,5425,46205,135539,123020.44619510481,24454.51848881148,3117,31.721832232366495,18.872080510941505,3978.200454956234,5.981057225713072,53.034806527267165,798955,298550.375381441,500404.624618559,274199,83384,11338,40423,17801,5471,4548,437164,-74.557676,8.570107,ACHÍ
15,Boyacá,15001,2021,77726,170764,14069,43618,306177,361655.21893502894,104862.536232428,7126,35.15292802794241,19.783701052598445,2942.7555359290955,12.709804710669122,25.175672937555518,1227728,136550.30125201168,1091177.6987479883,197406,27867,49753,32955,20714,18514,5679,352888,-73.355539,5.53988,TUNJA
17,Caldas,17001,2021,7874,41701,23835,9209,82619,79472.50943872874,12276.411929383714,1371,22.822430039194547,15.965563370018746,1540.6154975286142,13.800850477075333,85.36055842925845,1387561,327669.2074125293,1059891.7925874707,176344,58487,10835,22860,27700,9782,9465,315473,-75.491025,5.057657,MANIZALES
19,Caquetá,19001,2021,34511,34033,67197,7422,143163,129090.81120193104,16114.288162873107,4633,20.823149779670562,14.159309055432079,468.9512696648521,14.212033914717093,48.16280797895121,234016,33312.539792992044,200703.46020700794,413551,63658,59268,24616,6289,8937,3972,580291,-76.599377,2.459641,POPAYÁN
20,Cesar,20001,2021,97383,92786,38791,18923,247883,238714.77850292492,28706.154350694,5431,29.584811658048345,24.13293757477663,4021.1820034401017,6.602999475169033,25.73961528265737,848555,267183.11960152973,581371.8803984702,182685,141431,81136,22179,25008,6026,1080,459545,-73.259398,10.460472,VALLEDUPAR
23,Córdoba,23001,2021,11641,164965,31539,22906,231051,250658.87114582176,69374.61931965032,6542,26.800109235079663,21.94910810017142,3196.4973679879054,0.9092422557084909,80.41625966190878,1063775,471103.64239185007,592671.35760815,297158,105769,89151,18060,793,9593,2006,522530,-75.873096,8.759789,MONTERÍA
25,Cundinamarca,25001,2021,82872,123800,77950,31123,315745,290940.11549925705,50512.534423636396,3576,34.41524005683971,23.61816454550827,2679.36106135212,9.061694007375102,80.39574449800935,1058084,203885.56333023886,854198.4366697611,101811,73112,57787,44433,17866,14027,2140,311176,-74.669221,4.375309,AGUA DE DIOS
27,Chocó,27001,2021,57328,181313,3293,30428,272362,302552.5498568681,79111.76830949403,6727,23.380159701532367,12.411727382144573,1572.208516374452,8.978543569660857,44.9266062519962,1985409,714039.1779676725,1271369.8220323275,447765,9035,51399,7623,8396,16281,7694,548193,-76.638144,5.682166,QUIBDÓ
27,Chocó,27006,2021,60892,93900,65382,3131,223305,226704.15460212217,32076.76483492695,7102,28.560274658312277,27.463878276655795,1251.8424995092191,7.860248656385456,38.22680090852758,1118177,259467.50456796394,858709.495432036,192631,11672,9473,10496,11458,11561,8136,255427,-77.279951,8.512178,ACANDÍ
41,Huila,41001,2021,61955,20441,16350,2652,101398,107584.68962094263,19743.159009511626,5731,32.044737595858095,18.64683409092894,4437.146579453073,14.600816697790679,81.16888802153369,1415344,257304.51987506868,1158039.4801249313,154857,69789,28060,25702,8913,16793,8761,312875,-75.277327,2.935432,NEIVA
41,Huila,41006,2021,36707,178359,3288,44586,262940,284750.9927515871,31874.78964049602,6828,40.6235306341019,24.354675815974968,1679.0195324335468,1.5592323986457792,69.28067027305207,576746,63812.467825097025,512933.53217490297,325725,9787,25069,23797,18938,16305,3772,423393,-75.888706,1.805173,ACEVEDO
44,La Guajira,44001,2021,66653,168182,39178,46857,320870,339733.1309207731,72463.7747311043,2147,28.42951704597637,26.03992015976716,1510.483673155696,8.694535672915837,89.93304641139348,1588450,809744.9716155793,778705.0283844207,464889,131536,58566,22250,17980,11560,127,706908,-72.911795,11.528588,RIOHACHA
47,Magdalena,47001,2021,97250,135390,29569,27829,290038,290337.85049290763,73378.97126605685,2700,38.05465580596542,19.57994359487536,4133.448897878474,7.738531099137952,56.61485618362411,1215022,621054.6968475227,593967.3031524773,335191,80153,6561,35590,10716,3680,3223,475114,-74.199829,11.204679,SANTA MARTA
50,Meta,50001,2021,20874,178054,63880,3000,265808,304810.6194228508,70089.70125372759,6067,34.361819867445405,22.687263106327613,207.0135897135982,11.92743660319585,29.08696330249623,126901,75349.5241995519,51551.4758004481,417724,69002,6899,5654,11104,7063,9771,527217,-73.622601,4.126369,VILLAVICENCIO
50,Meta,50006,2021,5460,82014,26645,4076,118195,137019.9276409116,23014.912198369042,3201,35.52289633574383,26.367922874325334,1602.503384429782,5.318918922492337,55.19979130931587,473700,230177.11541915682,243522.88458084318,330026,12458,12329,10845,3693,15404,6374,391129,-73.766034,3.990413,ACACÍAS
52,Nariño,52001,2021,21993,164659,46909,23629,257190,295448.20923160034,73434.47197616604,822,19.001156661917335,16.37960353197957,1140.9391068782556,12.690157700564948,47.80061402951147,1873561,587762.826130915,1285798.173869085,409202,39046,73535,21713,21208,13281,3163,581148,-77.278795,1.212352,PASTO
54,Norte de Santander,54001,2021,89634,121089,32065,9249,252037,294709.4023811765,65010.11822356751,2073,22.809022229446736,26.300823481772326,975.7540965097922,5.246071287152328,95.94492997133707,1455937,456434.8223301851,999502.1776698149,68284,58510,69470,46115,12448,11151,1352,267330,-72.508178,7.905725,SAN JOSÉ DE CÚCUTA
54,Norte de Santander,54003,2021,65372,132753,72330,22160,292615,269054.791993611,63568.201145302344,2688,25.186396854876403,26.56924443676092,1617.6411638040192,8.657245574122289,81.08521313429735,429843,78784.26958713752,351058.7304128625,74675,51543,57082,28259,16385,10963,6036,244943,-73.221722,8.081616,ÁBREGO
63,Quindío,63001,2021,41314,41260,28694,30446,141714,137567.52538788048,19357.75983965579,4647,33.36367895442993,26.219899008159604,452.32532733743994,11.745114665862946,44.764011163408426,296608,162740.87595939444,133867.12404060556,125990,108438,12466,9145,11926,19969,6567,294501,-75.680786,4.53598,ARMENIA
66,Risaralda,66001,2021,74785,192662,22477,29278,319202,323168.0344085718,77847.50285137174,3287,32.30713001547578,17.340648689170465,1933.9761272170722,9.848604377046346,22.90416988268273,336419,66765.36900724,269653.63099276,412935,58558,50275,47032,28999,5407,3933,607139,-75.719711,4.804985,PEREIRA
68,Santander,68001,2021,66762,183035,7225,4938,261960,314040.2215103054,68080.56209862974,7854,23.006370830009107,17.522301929687075,3728.2945104053856,2.022206716095115,81.15205741002835,1558249,754523.5945355609,803725.4054644391,100546,122664,45312,6454,6934,11230,5793,298933,-73.132562,7.11647,BUCARAMANGA
70,Sucre,70001,2021,43269,89174,27315,6118,165876,183625.5629860433,32343.00563035469,3067,25.85535821857277,24.691781718249146,1969.828713943913,0.27396744568194786,88.30804622318448,1675082,824117.9206409972,850964.0793590028,314259,101413,4490,23920,16696,2265,1312,464355,-75.395445,9.302322,SINCELEJO
73,Tolima,73001,2021,10911,43626,4446,47502,106485,100014.09172123781,27605.306070315855,3465,22.661707008079805,11.343590654000842,2627.5312208903174,8.608689867441306,84.97953861038835,268558,81256.97392971285,187301.02607028716,60591,130935,67934,12952,18852,19973,9180,320417,-75.19425,4.432248,IBAGUÉ
76,Valle del Cauca,76001,2021,35150,105661,78848,17362,237021,246133.09102940452,26726.843946437817,604,38.25121694798338,8.474305517507315,1314.565544256992,8.435299486376586,82.54466072648415,519416,162113.59342250583,357302.40657749417,233861,76658,29877,11080,26811,7609,8702,394598,-76.52133,3.413686,SANTIAGO DE CALI
81,Arauca,81001,2021,73941,78279,48336,10424,210980,195492.1673692221,57619.8787747859,6164,25.02029698737681,10.87716025260834,2421.945685901305,2.777662016267207,93.02886603636605,1490485,244919.95891574578,1245565.0410842542,53588,126549,57478,5240,11998,953,1298,257104,-70.747408,7.072726,ARAUCA
85,Casanare,85001,2021,63118,140848,76862,44328,325156,325276.54682238336,68728.26851260317,629,18.98502189347834,22.25287525996044,3663.1453794727577,8.498938449824946,37.034167485150974,1032071,264892.98263175634,767178.0173682437,319650,135382,63549,41574,17892,2042,6757,586846,-72.396132,5.327102,YOPAL
86,Putumayo,86001,2021,97862,135759,29803,16160,279584,315340.2916039018,94480.4771414231,2183,34.49073446904392,12.60195681000571,1550.2605333185415,11.599877377881942,97.10299273720595,1917680,380941.118431863,1536738.881568137,76532,55244,48438,42555,19998,6875,9611,259253,-76.654238,1.151172,MOCOA
88,San Andrés,88001,2021,57227,23205,10009,16230,106671,109941.4247414748,25944.740843516367,1225,41.384463646803624,16.281536946346666,2084.508867168717,5.234536274010753,37.24220392418638,178791,42272.82680865826,136518.17319134175,348693,142816,24771,13965,29287,14506,9187,583225,-81.707181,12.578108,SAN ANDRÉS
91,Amazonas,91001,2021,11886,128546,47360,16968,204760,196114.4615314227,27009.11908485922,1171,38.38294998369466,22.42026305798671,3820.197929577748,4.289149120895026,84.8389011506926,1292336,266004.0385048906,1026331.9614951094,286149,133522,10181,23940,8613,3572,5439,471416,-69.941721,-4.19895,LETICIA
94,Guainía,94001,2021,19603,182397,70413,40466,312879,304865.4775967275,74851.34056246598,5368,36.77252249837664,8.745171403893492,1884.9554592901204,12.99935022249663,80.48957124770624,388659,94871.66766668895,293787.33233331103,453263,85590,43455,47906,23721,13660,969,668564,-67.918613,3.866764,INÍRIDA
95,Guaviare,95001,2021,5537,15064,63293,42329,126223,147578.43470912878,27858.07852677364,7900,21.83451641494262,26.451697656316142,3647.1684580331353,9.286571655777447,59.09746770433682,1216483,525704.850916693,690778.149083307,113348,15530,76897,46252,560,3870,1572,258029,-72.639254,2.565932,SAN JOSÉ DEL GUAVIARE
97,Vaupés,97001,2021,96564,81057,21894,9979,209494,208501.34294722343,21346.574226415672,3403,23.066182278015624,16.654982269673635,1968.9714752212342,5.11329188743928,96.54388180238668,1224548,357693.3841121742,866854.6158878258,151281,8228,13580,44012,11816,8680,135,237732,-70.232641,1.253151,MITÚ
99,Vichada,99001,2021,49712,82791,27192,31252,190947,213157.4626074609,29225.837909726724,2424,31.734519058286086,10.495462802320906,1662.8612547398893,12.90590782966748,81.62146878649764,268486,139409.03381733445,129076.96618266555,57874,3700,50986,28912,7358,9562,4289,162681,-67.487095,6.186636,PUERTO CARREÑO
5,Antioquia,5001,2022,82871,114064,35100,28126,260161,259089.12482674108,40154.18574605449,4378,30.132957183375254,13.233745851863716,808.5737260270681,14.516689056636567,55.70725718651181,1152520,460240.43670653936,692279.5632934606,404724,16533,9426,24618,1811,12609,521,470242,-75.581775,6.246631,MEDELLÍN
5,Antioquia,5002,2022,16930,82187,13839,12208,125164,140173.84812322404,16308.867134707474,4760,26.91921450319516,22.43588338316984,4899.100096456871,5.955392770049777,61.962740746055786,532231,141601.2156000889,390629.78439991106,446270,83798,89409,31904,21480,1425,2747,677033,-75.428739,5.789315,ABEJORRAL
5,Antioquia,5004,2022,79136,69372,60679,35773,244960,221781.18274131525,31531.53179933366,6177,23.63120731054612,10.363672830710904,2015.5405386564485,12.315040374374385,66.30669489542751,1708918,916082.475898336,792835.524101664,295730,32997,69421,48972,22380,15926,1145,486571,-76.064304,6.632282,ABRIAQUÍ
8,Atlántico,8001,2022,6649,22489,7321,20466,56925,65492.5827041717,15859.789424132585,7740,25.45244432644717,19.228909929483137,2437.7355188093934,0.4599048419186636,76.43530131034339,804838,262963.1214118932,541874.8785881067,332318,148094,61019,18485,29939,11841,7462,609158,-74.815546,10.977961,BARRANQUILLA
11,Bogotá D.C.,11001,2022,21256,116068,40742,40338,218404,212826.17063414218,58326.84069839066,2130,36.54741222532873,21.574462447309116,2297.454709320454,4.441849589718506,62.84882427516944,1973880,266936.01274660724,1706943.9872533928,211131,101711,13904,27935,23345,10299,8637,396962,-74.106992,4.649251,"BOGOTÁ, D.C."
13,Bolívar,13001,2022,66449,155719,68694,13113,303975,361482.8125948248,45855.509764066555,7700,40.019753056146605,8.651696450245895,2298.04918204561,6.06499749398056,84.52069841801898,660383,208661.20236372921,451721.79763627076,298309,98562,41078,13797,13172,14354,8159,487431,-75.496269,10.385126,CARTAGENA DE INDIAS
13,Bolívar,13006,2022,76099,104878,59545,30105,270627,276409.93826820416,64117.49496892094,5432,21.113441126182508,9.694002664280692,3052.7710540558514,10.954212544081853,66.57816045650226,31305,9312.928412637062,21992.071587362938,288133,86586,64811,5489,1087,17751,8449,472306,-74.557676,8.570107,ACHÍ
15,Boyacá,15001,2022,17566,198723,54115,42724,313128,296228.92720191996,73135.08819480524,3605,18.719026482556572,13.708565327312694,878.4812702123927,10.748305094456603,74.92735017217692,885644,102119.2566702758,783524.7433297242,168661,29428,60886,30949,17737,7803,1671,317135,-73.355539,5.53988,TUNJA
17,Caldas,17001,2022,24367,182393,69655,42854,319269,351617.58200206014,70997.94686428171,3050,25.348527130547954,26.552942221356027,2418.660805763596,3.478655629640098,34.98235281149017,479874,280809.2098988834,199064.79010111658,186929,112965,76358,15041,18843,8882,433,419451,-75.491025,5.057657,MANIZALES
